,state,year,quater,transaction_type,transaction_count,transaction_amount
391,assam,2020,2,Peer-to-peer payments,3648386,17358374071.26616
392,assam,2020,2,Merchant payments,742400,749018053.2400584
393,assam,2020,2,Financial Services,19814,18130004.687672265
394,assam,2020,2,Others,49278,28255168.009208795
395,assam,2020,3,Peer-to-peer payments,5637893,26646565777.43919
396,assam,2020,3,Recharge & bill payments,5292154,1627282415.9451878
397,assam,2020,3,Merchant payments,1383230,1492484153.3873158
398,assam,2020,3,Financial Services,24954,28452966.026372254
399,assam,2020,3,Others,59480,36605946.74600269
400,assam,2020,4,Peer-to-peer payments,7538478,36013292450.814384
401,assam,2020,4,Recharge & bill payments,5383505,1662189124.4177454
402,assam,2020,4,Merchant payments,2392184,2466913305.59039
403,assam,2020,4,Financial Services,29764,32314809.975261033
404,assam,2020,4,Others,79523,51901628.46643049
405,assam,2021,1,Peer-to-peer payments,9449096,45476079487.10464
406,assam,2021,1,Recharge & bill payments,6494111,2103017761.546533
407,assam,2021,1,Merchant payments,3459132,3657261586.2001615
408,assam,2021,1,Financial Services,34049,41291047.3832124
409,assam,2021,1,Others,75672,48814663.88782827
410,assam,2021,2,Peer-to-peer payments,11668399,51521387890.61253
411,assam,2021,2,Recharge & bill payments,9058005,2657676415.2458973
412,assam,2021,2,Merchant payments,4562669,4914753140.040101
413,assam,2021,2,Financial Services,49671,46106001.498141706
414,assam,2021,2,Others,94161,52549929.267157935
415,assam,2021,3,Peer-to-peer payments,15617592,64131823895.235466
416,assam,2021,3,Recharge & bill payments,10284267,3248364164.1984267
417,assam,2021,3,Merchant payments,7431371,8208706348.034584
418,assam,2021,3,Financial Services,39479,43889820.495989755
419,assam,2021,3,Others,131732,67715045.34317216
420,assam,2021,4,Peer-to-peer payments,21393962,86801625126.53499
421,assam,2021,4,Merchant payments,12895755,13378765005.905182
422,assam,2021,4,Recharge & bill payments,11484376,3842004488.3733196
423,assam,2021,4,Financial Services,60724,65456475.826191336
424,assam,2021,4,Others,185544,97116796.57575196
425,assam,2022,1,Peer-to-peer payments,27156085,108855352347.44865
426,assam,2022,1,Merchant payments,19011883,18833132506.022354
427,assam,2022,1,Recharge & bill payments,12474674,4424035840.366192
428,assam,2022,1,Financial Services,68432,73257991.39188361
429,assam,2022,1,Others,178812,94659207.47378007
430,assam,2022,2,Peer-to-peer payments,33879530,123829913105.31845
431,assam,2022,2,Merchant payments,28377534,24333260089.826862
432,assam,2022,2,Recharge & bill payments,13858113,4814695679.877083
433,assam,2022,2,Financial Services,50785,55549153.74320389
434,assam,2022,2,Others,168763,77624058.0178437
435,assam,2022,3,Peer-to-peer payments,37000266,127264703851.96637
436,assam,2022,3,Merchant payments,34935460,28789992307.161205
437,assam,2022,3,Recharge & bill payments,13974568,5295136932.037907
438,assam,2022,3,Financial Services,65066,62882386.459812224
439,assam,2022,3,Others,138451,76363577.27323309
440,assam,2022,4,Peer-to-peer payments,44828832,150693397669.18314
441,assam,2022,4,Merchant payments,43605784,36033810141.574844
442,assam,2022,4,Recharge & bill payments,15344794,5773980885.270762
443,assam,2022,4,Financial Services,74414,75960367.91633397
444,assam,2022,4,Others,127443,76370123.60102956
445,assam,2023,1,Merchant payments,48987048,39416860194.0
446,assam,2023,1,Peer-to-peer payments,48461200,166509153749.0
447,assam,2023,1,Recharge & bill payments,16113464,6266406177.0
448,assam,2023,1,Financial Services,82270,86978703.0
449,assam,2023,1,Others,116656,74768264.0
450,assam,2023,2,Merchant payments,62403711,45515248236.0
451,assam,2023,2,Peer-to-peer payments,57852989,182809282981.0
452,assam,2023,2,Recharge & bill payments,17858409,6631355080.0
453,assam,2023,2,Financial Services,81172,84797972.0
454,assam,2023,2,Others,94672,70104514.0
455,assam,2023,3,Merchant payments,82126315,51533166362.0
456,assam,2023,3,Peer-to-peer payments,66737077,185030502675.0
457,assam,2023,3,Recharge & bill payments,18524152,7310558505.0
458,assam,2023,3,Financial Services,105975,118529318.0
459,assam,2023,3,Others,81832,65257542.0
460,bihar,2018,1,Recharge & bill payments,3159922,375559206.7727593
461,bihar,2018,1,Peer-to-peer payments,2052089,5295346761.45083
462,bihar,2018,1,Financial Services,194295,33999413.87739952
463,bihar,2018,1,Merchant payments,138885,139827755.73655012
464,bihar,2018,1,Others,279111,201025034.17960182
465,bihar,2018,2,Recharge & bill payments,4346849,700649777.0602969
466,bihar,2018,2,Peer-to-peer payments,3447898,12141448845.077621
467,bihar,2018,2,Merchant payments,311487,318571872.8216527
468,bihar,2018,2,Financial Services,267433,45332532.096432865
469,bihar,2018,2,Others,258711,300128082.6160458
470,bihar,2018,3,Peer-to-peer payments,8893764,18695889187.89432
471,bihar,2018,3,Recharge & bill payments,4401439,804061398.5166465
472,bihar,2018,3,Merchant payments,586862,367608510.7261781
473,bihar,2018,3,Financial Services,274510,33276460.45213346
474,bihar,2018,3,Others,211229,234968821.31206354
475,bihar,2018,4,Peer-to-peer payments,8094296,26224303882.80399
476,bihar,2018,4,Recharge & bill payments,5469096,986310785.0093702
477,bihar,2018,4,Merchant payments,1680664,848968693.0665624
478,bihar,2018,4,Financial Services,237247,36199427.51318769
479,bihar,2018,4,Others,251098,302214380.18458414
480,bihar,2019,1,Peer-to-peer payments,16807040,38824078062.32093
481,bihar,2019,1,Recharge & bill payments,7036367,1333688182.5386746
482,bihar,2019,1,Merchant payments,2055267,1024996999.5279309
483,bihar,2019,1,Financial Services,204689,28599535.734409343
484,bihar,2019,1,Others,252871,291464734.4043106
485,bihar,2019,2,Peer-to-peer payments,15837449,58381285240.80835
486,bihar,2019,2,Recharge & bill payments,9279442,1996804238.2749753
487,bihar,2019,2,Merchant payments,4365465,2308145849.844257
488,bihar,2019,2,Financial Services,129603,63338108.53755434
489,bihar,2019,2,Others,348520,382864846.0767575
490,bihar,2019,3,Peer-to-peer payments,15446119,61831776093.09613
491,bihar,2019,3,Recharge & bill payments,9115040,2140566974.705637
492,bihar,2019,3,Merchant payments,7206001,3413490288.3137074
493,bihar,2019,3,Financial Services,89997,20145460.42764103
494,bihar,2019,3,Others,282743,286804437.7358033
495,bihar,2019,4,Peer-to-peer payments,26337842,86340631422.24606
496,bihar,2019,4,Recharge & bill payments,11358597,2649616529.830146
497,bihar,2019,4,Merchant payments,5519582,4177574379.0405855
498,bihar,2019,4,Financial Services,100192,18815964.761792127
499,bihar,2019,4,Others,214101,126788281.9306988
500,bihar,2020,1,Peer-to-peer payments,23163922,99873688132.9031
501,bihar,2020,1,Recharge & bill payments,13837430,3680590624.9006104
502,bihar,2020,1,Merchant payments,7822567,5562692116.5708065
503,bihar,2020,1,Financial Services,57233,23954789.407903705
504,bihar,2020,1,Others,200663,115927863.46366584
505,bihar,2020,2,Peer-to-peer payments,26572651,116244368941.33606
506,bihar,2020,2,Recharge & bill payments,19522564,5642294772.453551
507,bihar,2020,2,Merchant payments,7011681,6760404421.62296
508,bihar,2020,2,Financial Services,73119,54077813.2606806
509,bihar,2020,2,Others,206727,105377680.17075577
510,bihar,2020,3,Peer-to-peer payments,37294332,153664683751.53278
511,bihar,2020,3,Recharge & bill payments,19027978,6313780616.601829
512,bihar,2020,3,Merchant payments,14777337,13111735855.02769
513,bihar,2020,3,Financial Services,104135,81355476.16367023
514,bihar,2020,3,Others,299966,157309412.49242482
515,bihar,2020,4,Peer-to-peer payments,49432098,208484557891.42865
516,bihar,2020,4,Merchant payments,26750991,23185594534.30522
517,bihar,2020,4,Recharge & bill payments,19908687,6926960996.688756
518,bihar,2020,4,Financial Services,119416,100785736.00790763
519,bihar,2020,4,Others,380481,207713978.04223877
520,bihar,2021,1,Peer-to-peer payments,58566582,242013312361.31104
521,bihar,2021,1,Merchant payments,33959313,30171144593.369873
522,bihar,2021,1,Recharge & bill payments,21974086,8505455545.448764
523,bihar,2021,1,Financial Services,124277,112949858.25028673
524,bihar,2021,1,Others,308219,170787342.8481179
525,bihar,2021,2,Peer-to-peer payments,78694099,319758683264.15344
526,bihar,2021,2,Merchant payments,44686786,43458914639.77138
527,bihar,2021,2,Recharge & bill payments,31646149,11030849713.502428
528,bihar,2021,2,Financial Services,149791,116086345.91301711
529,bihar,2021,2,Others,426797,215721223.2386405
530,bihar,2021,3,Peer-to-peer payments,92785704,331514102784.2631
531,bihar,2021,3,Merchant payments,64094961,53849745604.9643
532,bihar,2021,3,Recharge & bill payments,30081746,11327303470.019915
533,bihar,2021,3,Financial Services,135748,130349071.61901987
534,bihar,2021,3,Others,572954,241260025.54569885
535,bihar,2021,4,Peer-to-peer payments,117340712,423665098014.2792
536,bihar,2021,4,Merchant payments,95992559,81729122295.53772
537,bihar,2021,4,Recharge & bill payments,30824177,13438634948.212643
538,bihar,2021,4,Financial Services,186298,173358268.82083318
539,bihar,2021,4,Others,783199,365400541.9114517
540,bihar,2022,1,Peer-to-peer payments,138085265,500024806542.69324
541,bihar,2022,1,Merchant payments,114892163,95507710275.50963
542,bihar,2022,1,Recharge & bill payments,30545266,15431605247.390364
543,bihar,2022,1,Financial Services,169722,148088975.22896564
544,bihar,2022,1,Others,698018,299484690.3236611
545,bihar,2022,2,Peer-to-peer payments,164119431,610448610667.7207
546,bihar,2022,2,Merchant payments,158289353,126423430586.42947
547,bihar,2022,2,Recharge & bill payments,36950622,17225668601.948982
548,bihar,2022,2,Financial Services,124199,116203820.91131489
549,bihar,2022,2,Others,661424,247541289.12967217
550,bihar,2022,3,Merchant payments,198273336,137873615624.72937
551,bihar,2022,3,Peer-to-peer payments,192304951,632747186972.1919
552,bihar,2022,3,Recharge & bill payments,46044353,20417791249.028316
553,bihar,2022,3,Financial Services,179533,161987346.1868727
554,bihar,2022,3,Others,565212,245905365.7791165
555,bihar,2022,4,Merchant payments,243777692,172924170171.63205
556,bihar,2022,4,Peer-to-peer payments,225487662,739870172148.0806
557,bihar,2022,4,Recharge & bill payments,47054083,22729599211.247635
558,bihar,2022,4,Financial Services,205989,199208429.5113938
559,bihar,2022,4,Others,559223,288999714.3604311
560,bihar,2023,1,Merchant payments,251601655,175053265606.0
561,bihar,2023,1,Peer-to-peer payments,245677870,836428049163.0
562,bihar,2023,1,Recharge & bill payments,49781169,27372239431.0
563,bihar,2023,1,Financial Services,194601,158138446.0
564,bihar,2023,1,Others,575900,265267298.0
565,bihar,2023,2,Merchant payments,330603039,214402873623.0
566,bihar,2023,2,Peer-to-peer payments,293616270,980139698305.0
567,bihar,2023,2,Recharge & bill payments,58928748,31064849666.0
568,bihar,2023,2,Financial Services,211722,190366037.0
569,bihar,2023,2,Others,573315,248957759.0
570,bihar,2023,3,Merchant payments,361940401,206648202575.0
571,bihar,2023,3,Peer-to-peer payments,311779356,908446322767.0
572,bihar,2023,3,Recharge & bill payments,59732275,32565513931.0
573,bihar,2023,3,Financial Services,270376,277782677.0
574,bihar,2023,3,Others,516343,215541416.0
575,chandigarh,2018,1,Recharge & bill payments,201262,47479581.16264416
576,chandigarh,2018,1,Peer-to-peer payments,135136,527998849.34055936
577,chandigarh,2018,1,Merchant payments,21431,19477066.533276718
578,chandigarh,2018,1,Financial Services,8473,1865618.249949839
579,chandigarh,2018,1,Others,15593,16614305.58119321
580,chandigarh,2018,2,Recharge & bill payments,224548,76722906.67871952
581,chandigarh,2018,2,Peer-to-peer payments,194627,835296156.4220204
582,chandigarh,2018,2,Merchant payments,34606,29408471.506333277
583,chandigarh,2018,2,Financial Services,11927,3679451.8635118967
584,chandigarh,2018,2,Others,13376,16116275.274144217
585,chandigarh,2018,3,Peer-to-peer payments,295358,1217617705.9681761
586,chandigarh,2018,3,Recharge & bill payments,236445,100639674.6708905
587,chandigarh,2018,3,Merchant payments,64998,37560565.97386869
588,chandigarh,2018,3,Financial Services,7642,1302311.5967954171
589,chandigarh,2018,3,Others,12493,12234189.324580798
590,chandigarh,2018,4,Peer-to-peer payments,431461,1793871702.3196409
591,chandigarh,2018,4,Recharge & bill payments,310527,128130475.99274208
592,chandigarh,2018,4,Merchant payments,135266,94010713.60616027
593,chandigarh,2018,4,Financial Services,10008,2039811.3372037038
594,chandigarh,2018,4,Others,17854,14538888.5242277
595,chandigarh,2019,1,Peer-to-peer payments,689400,2123866601.6513758
596,chandigarh,2019,1,Recharge & bill payments,390610,161414934.10238376
597,chandigarh,2019,1,Merchant payments,169984,97230471.44089967
598,chandigarh,2019,1,Financial Services,7412,917030.9066760786
599,chandigarh,2019,1,Others,17070,12603012.342693318
600,chandigarh,2019,2,Peer-to-peer payments,604849,2339922407.523348
601,chandigarh,2019,2,Recharge & bill payments,342294,185659011.54417655
602,chandigarh,2019,2,Merchant payments,277811,152766864.66190332
603,chandigarh,2019,2,Financial Services,5590,839765.161351582
604,chandigarh,2019,2,Others,21926,13928050.053676538
605,chandigarh,2019,3,Peer-to-peer payments,722233,2815184152.8041325
606,chandigarh,2019,3,Merchant payments,447069,226535908.8355719
607,chandigarh,2019,3,Recharge & bill payments,308219,213884900.47217816
608,chandigarh,2019,3,Financial Services,2447,794918.674981478
609,chandigarh,2019,3,Others,26575,13282206.873976795
610,chandigarh,2019,4,Peer-to-peer payments,927850,3586763928.6423693
611,chandigarh,2019,4,Merchant payments,561630,318692521.79224944
612,chandigarh,2019,4,Recharge & bill payments,338203,237695594.96329552
613,chandigarh,2019,4,Financial Services,1911,654298.6785004465
614,chandigarh,2019,4,Others,21321,8707473.86293627
615,chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542.468033
616,chandigarh,2020,1,Merchant payments,764832,438193845.4527705
617,chandigarh,2020,1,Recharge & bill payments,389851,257250007.2445577
618,chandigarh,2020,1,Financial Services,1574,1406138.1883251297
619,chandigarh,2020,1,Others,18853,8230536.662513691
620,chandigarh,2020,2,Peer-to-peer payments,766698,3293060119.5471582
621,chandigarh,2020,2,Merchant payments,390906,331423259.0003719
622,chandigarh,2020,2,Recharge & bill payments,361577,214425229.3354035
623,chandigarh,2020,2,Financial Services,1797,3982005.1176844486
624,chandigarh,2020,2,Others,7032,4125116.689457224
625,chandigarh,2020,3,Peer-to-peer payments,981986,4178346395.412492
626,chandigarh,2020,3,Merchant payments,796634,604271248.9262259
627,chandigarh,2020,3,Recharge & bill payments,366353,296964794.9657042
628,chandigarh,2020,3,Financial Services,2643,5254415.457263877
629,chandigarh,2020,3,Others,10470,4972498.603385328
630,chandigarh,2020,4,Merchant payments,1322026,939307675.8510206
631,chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731.339843
632,chandigarh,2020,4,Recharge & bill payments,409997,320731281.94750684
633,chandigarh,2020,4,Financial Services,3346,4400109.748752326
634,chandigarh,2020,4,Others,17970,10005102.462219946
635,chandigarh,2021,1,Merchant payments,1799072,1210594490.0981498
636,chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167.303293
637,chandigarh,2021,1,Recharge & bill payments,678396,451109555.33889335
638,chandigarh,2021,1,Financial Services,5111,7700394.761505902
639,chandigarh,2021,1,Others,15574,10549252.044153867
640,chandigarh,2021,2,Merchant payments,1926913,1390989390.7789688
641,chandigarh,2021,2,Peer-to-peer payments,1663559,6541132352.922333
642,chandigarh,2021,2,Recharge & bill payments,806710,467698864.6672056
643,chandigarh,2021,2,Financial Services,5502,7394941.032842191
644,chandigarh,2021,2,Others,14863,10458390.53475552
645,chandigarh,2021,3,Merchant payments,3179506,2245390329.2047896
646,chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098.340746
647,chandigarh,2021,3,Recharge & bill payments,1008585,620437997.3899603
648,chandigarh,2021,3,Financial Services,5700,7960844.903971832
649,chandigarh,2021,3,Others,21170,14225734.853836158
650,chandigarh,2021,4,Merchant payments,4056249,3041038519.8233976
651,chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952.107159
652,chandigarh,2021,4,Recharge & bill payments,1013153,693790747.2429855
653,chandigarh,2021,4,Financial Services,7038,10459431.863661807
654,chandigarh,2021,4,Others,24902,17832859.58125159
